Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
5150882,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.776566033,1716960.667,2970784.902,5147327,32,5147327,5147327.0,0.0,5147327,5147327,3523,3523.0,0.0,3523,3523,0,0,0,0,40,64,0.388283016,0.388283016,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1767,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1131.861913,1767.0,0.0,1767,1767,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,565.9309564,565.9309564,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5728076,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.698314757,1909358.667,3303071.325,5723416,56,5723416,5723416.0,0.0,5723416,5723416,4604,4604.0,0.0,4604,4604,0,0,0,0,40,64,0.349157378,0.349157378,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2542,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,786.7820614,2542.0,0.0,2542,2542,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,393.3910307,393.3910307,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
18362,7,7,793,225,517,0,113.2857143,190.897629,156,0,32.14285714,60.36673635,55440.58381,762.4441782,1412.461538,1414.486574,3995,2,14318,2386.333333,2440.182835,5798,24,17199,2866.5,1614.173566,4731,2,0,0,0,0,140,164,381.2220891,381.2220891,0,517,67.86666667,138.485619,19178.26667,0,1,0,0,0,0,0,0,1,72.71428571,113.2857143,32.14285714,0,0,0,0,0,0,7,793,7,225,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2419,3,4,0,38,0,0,0.0,0.0,38,0,9.5,19.0,15708.97065,2893.757751,403.1666667,668.7823014,1701,10,2279,1139.5,818.1225458,1718,561,718,239.3333333,289.3446618,568,23,0,1,0,0,60,80,1240.181893,1653.575858,0,38,9.5,17.5905819,309.4285714,0,0,0,1,1,0,0,0,1,10.85714286,0.0,9.5,0,0,0,0,0,0,3,0,4,38,-1,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
59829362,16,20,2037,2648,517,0,127.3125,158.5600701,465,0,132.4,199.6693056,78.30603308,0.601711247,1709410.343,6877560.256,30000000,18,29800000,1985607.4,7323343.964,28500000,46,59800000,3148913.789,9196182.077,30000000,77,0,0,0,0,320,424,0.267427221,0.334284026,0,517,126.6216216,178.8323783,31981.01952,0,1,0,0,0,0,0,0,1,130.1388889,127.3125,132.4,0,0,0,0,0,0,16,2037,20,2648,-1,64240,9,0,1012221.0,0.0,1012221,1012221,28500000.0,0.0,28500000,28500000,0
173,1,1,0,46,0,0,0.0,0.0,46,46,46.0,0.0,265895.9538,11560.69364,173.0,0.0,173,173,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,1,0,0,20,20,5780.346821,5780.346821,0,46,30.66666667,26.55811238,705.3333333,0,0,0,1,1,0,0,0,1,46.0,0.0,46.0,0,0,0,0,0,0,1,0,1,46,-1,35376,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5288561,102,138,1071,403137,517,0,10.5,69.10957722,18200,0,2921.282609,2486.403409,76430.62073,45.38096469,22127.87029,310025.6795,4794520,-53,5274588,52223.64356,476758.8759,4795836,4,5280627,38544.72263,409466.8457,4795885,2,0,0,0,0,2040,2784,19.28690999,26.0940547,0,18200,1677.211618,2369.23867,5613291.876,0,1,0,0,0,0,0,0,1,1684.2,10.5,2921.282609,0,0,0,0,0,0,102,1071,138,403137,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
47271,5,5,66,758,66,0,13.2,29.5160973,638,0,151.6,276.8262993,17431.40615,211.5461911,5252.333333,13468.73752,41088,17,44598,11149.5,19984.49868,41105,333,46921,11730.25,19591.27369,41107,1421,0,0,0,0,100,124,105.7730956,105.7730956,0,638,74.90909091,190.8074708,36407.49091,0,1,0,0,0,0,0,0,1,82.4,13.2,151.6,0,0,0,0,0,0,5,66,5,758,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1176,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1700.680272,1176.0,0.0,1176,1176,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,850.3401361,850.3401361,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
32708,8,8,793,263,517,0,99.125,181.2184455,156,0,32.875,55.92708902,32285.67934,489.1769598,2180.533333,3256.004341,13333,32,28882,4126.0,5212.324561,15119,568,27823,3974.714286,4273.806996,13333,365,0,0,0,0,160,184,244.5884799,244.5884799,0,517,62.11764706,130.7267581,17089.48529,0,1,0,0,0,0,0,0,1,66.0,99.125,32.875,0,0,0,0,0,0,8,793,8,263,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2815,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1065.719361,1407.5,1386.636398,2388,427,2388,2388.0,0.0,2388,2388,0,0.0,0.0,0,0,0,0,0,0,40,20,710.4795737,355.2397869,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
173303,11,14,780,11085,427,0,70.90909091,139.4363328,2672,0,791.7857143,829.7025582,68463.90426,144.256014,7220.958333,15493.38752,54254,-18,47948,4794.8,12008.12167,38702,8,173303,13331.0,19324.95337,54254,2,0,0,0,0,220,304,63.47264617,80.78336786,0,2672,456.3461538,708.8416998,502456.5554,0,1,0,0,0,0,0,0,1,474.6,70.90909091,791.7857143,0,0,0,0,0,0,11,780,14,11085,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1596,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,19423.5589,1879.699248,798.0,352.139177,1047,549,1047,1047.0,0.0,1047,1047,0,0.0,0.0,0,0,0,0,0,0,40,20,1253.132832,626.566416,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,53440,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
12227653,33,33,5811,6349,712,0,176.0909091,229.3235111,3109,0,192.3939394,575.0069532,994.467213,5.397601649,188117.7385,761662.2221,4999201,1,12200000,381397.25,1059215.824,4999223,29,12200000,382085.6563,1059311.678,4999243,1,0,0,0,0,660,684,2.698800825,2.698800825,0,3109,181.4925373,431.7149864,186377.8295,0,1,0,0,0,0,0,0,1,184.2424242,176.0909091,192.3939394,0,0,0,0,0,0,33,5811,33,6349,-1,64240,20,0,0.0,0.0,0,0,0.0,0.0,0,0,0
21472,3,2,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,1443.740686,232.8614009,5368.0,10463.79552,21061,-21,21062,10531.0,14891.66881,21061,1,21493,21493.0,0.0,21493,21493,0,0,0,0,60,40,139.7168405,93.14456036,0,31,5.166666667,12.655697,160.1666667,0,0,0,0,1,0,0,0,0,6.2,10.33333333,0.0,0,0,0,0,0,0,3,31,2,0,-1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
175313,9,12,780,11085,427,0,86.66666667,150.8865468,4008,0,923.75,1286.14414,67678.95136,119.7857546,8765.65,14773.16904,42442,-13,66710,8338.75,18878.14358,54646,5,175313,15937.54545,17213.4009,42442,2,0,0,0,0,180,264,51.33675198,68.44900264,0,4008,539.3181818,1030.171663,1061253.656,0,1,0,0,0,0,0,0,1,565.0,86.66666667,923.75,0,0,0,0,0,0,9,780,12,11085,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
3593,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,8627.887559,834.9568606,1796.5,1625.63849,2946,647,647,647.0,0.0,647,647,0,0.0,0.0,0,0,0,0,0,0,40,20,556.637907,278.3189535,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,53440,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5711315,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.700364102,1903771.667,3274058.687,5684297,39,5684297,5684297.0,0.0,5684297,5684297,26979,26979.0,0.0,26979,26979,0,0,0,0,40,64,0.350182051,0.350182051,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
325873,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6.13736026,325873.0,0.0,325873,325873,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3.06868013,3.06868013,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
338974,8,8,793,263,517,0,99.125,181.2184455,156,0,32.875,55.92708902,3115.283178,47.20126027,22598.26667,77812.15623,303231,15,333820,47688.57143,113705.8081,304667,46,317879,45411.28571,113695.3945,303231,1173,0,0,0,0,160,184,23.60063014,23.60063014,0,517,62.11764706,130.7267581,17089.48529,0,1,0,0,0,0,0,0,1,66.0,99.125,32.875,0,0,0,0,0,0,8,793,8,263,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2944,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1019.021739,1472.0,1834.23499,2769,175,2769,2769.0,0.0,2769,2769,0,0.0,0.0,0,0,0,0,0,0,40,20,679.3478261,339.673913,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
15948,7,7,793,225,517,0,113.2857143,190.897629,156,0,32.14285714,60.36673635,63832.45548,877.8530223,1226.769231,1296.949251,4374,17,11546,1924.333333,2153.822524,4696,184,14202,2367.0,1312.910355,4374,475,0,0,0,0,140,164,438.9265112,438.9265112,0,517,67.86666667,138.485619,19178.26667,0,1,0,0,0,0,0,0,1,72.71428571,113.2857143,32.14285714,0,0,0,0,0,0,7,793,7,225,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5924286,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.67518685,1974762.0,3415722.137,5918897,40,5918897,5918897.0,0.0,5918897,5918897,5349,5349.0,0.0,5349,5349,0,0,0,0,40,64,0.337593425,0.337593425,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5012586,8,7,347,5293,223,0,43.375,79.54143125,3900,0,756.1428571,1446.981044,1125.167728,2.992467361,358041.8571,1319883.403,4943692,16,5008286,715469.4286,1864540.927,4943692,46,27628,4604.666667,2765.797944,7794,200,0,0,0,0,160,164,1.595982593,1.396484769,0,3900,352.5,987.7930957,975735.2,0,1,0,0,0,0,0,0,0,376.0,43.375,756.1428571,0,0,0,0,0,0,8,347,7,5293,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2910,3,2,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,10652.92096,1718.213058,727.5,1371.732846,2783,-22,2784,1392.0,1967.171065,2783,1,2932,2932.0,0.0,2932,2932,0,0,0,0,60,40,1030.927835,687.2852234,0,31,5.166666667,12.655697,160.1666667,0,0,0,0,1,0,0,0,0,6.2,10.33333333,0.0,0,0,0,0,0,0,3,31,2,0,-1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2965,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,674.5362563,2965.0,0.0,2965,2965,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,337.2681282,337.2681282,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5229916,6,5,599,137,517,0,99.83333333,205.4511296,137,0,27.4,61.26826258,140.7288377,2.103284259,522991.6,1626357.236,5151494,21,5215170,1043034.0,2297279.094,5152387,131,78291,19572.75,20500.67282,49066,1600,0,0,0,0,120,124,1.14724596,0.9560383,0,517,61.33333333,149.0816331,22225.33333,0,1,0,0,0,0,0,0,0,66.90909091,99.83333333,27.4,0,0,0,0,0,0,6,599,5,137,-1,64240,3,0,78291.0,0.0,78291,78291,5151494.0,0.0,5151494,5151494,0
13677,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,219.3463479,6838.5,9556.548148,13596,81,13596,13596.0,0.0,13596,13596,0,0.0,0.0,0,0,0,0,0,0,40,20,146.2308986,73.11544929,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5926161,6,5,599,152,517,0,99.83333333,205.4511296,152,0,30.4,67.97646652,126.7262229,1.856176368,592616.1,1834296.415,5812930,12,5909516,1181903.2,2590248.395,5815384,150,113081,28270.25,15048.15358,43175,14087,0,0,0,0,120,124,1.012459837,0.843716531,0,517,62.58333333,149.8347322,22450.44697,0,1,0,0,0,0,0,0,0,68.27272727,99.83333333,30.4,0,0,0,0,0,0,6,599,5,152,-1,64240,3,0,113081.0,0.0,113081,113081,5812930.0,0.0,5812930,5812930,0
5921270,6,5,599,141,517,0,99.83333333,205.4511296,141,0,28.2,63.05711697,124.9731899,1.857709579,592127.0,1834628.367,5813444,16,5898442,1179688.4,2591849.408,5816079,156,107670,26917.5,5375.459329,33854,22533,0,0,0,0,120,124,1.013296134,0.844413445,0,517,61.66666667,149.2705496,22281.69697,0,1,0,0,0,0,0,0,0,67.27272727,99.83333333,28.2,0,0,0,0,0,0,6,599,5,141,-1,64240,3,0,107670.0,0.0,107670,107670,5813444.0,0.0,5813444,5813444,0
5940699,6,5,599,152,517,0,99.83333333,205.4511296,152,0,30.4,67.97646652,126.4161002,1.851633958,594069.9,1841002.321,5833496,23,5923802,1184760.4,2599373.018,5834582,94,107109,26777.25,12696.59895,42322,15957,0,0,0,0,120,124,1.009982159,0.841651799,0,517,62.58333333,149.8347322,22450.44697,0,1,0,0,0,0,0,0,0,68.27272727,99.83333333,30.4,0,0,0,0,0,0,6,599,5,152,-1,64240,3,0,107109.0,0.0,107109,107109,5833496.0,0.0,5833496,5833496,0
5985368,6,5,599,152,517,0,99.83333333,205.4511296,152,0,30.4,67.97646652,125.4726526,1.837815152,598536.8,1866573.955,5910838,25,5968319,1193663.8,2637542.892,5911819,94,74436,18609.0,4280.675414,24778,14929,0,0,0,0,120,124,1.002444628,0.835370524,0,517,62.58333333,149.8347322,22450.44697,0,1,0,0,0,0,0,0,0,68.27272727,99.83333333,30.4,0,0,0,0,0,0,6,599,5,152,-1,64240,3,0,74436.0,0.0,74436,74436,5910838.0,0.0,5910838,5910838,0
5985695,6,5,599,152,517,0,99.83333333,205.4511296,152,0,30.4,67.97646652,125.465798,1.837714752,598569.5,1866868.833,5911716,26,5968390,1193678.0,2638260.815,5913121,121,73858,18464.5,2534.346135,20982,15494,0,0,0,0,120,124,1.002389865,0.835324887,0,517,62.58333333,149.8347322,22450.44697,0,1,0,0,0,0,0,0,0,68.27272727,99.83333333,30.4,0,0,0,0,0,0,6,599,5,152,-1,64240,3,0,73858.0,0.0,73858,73858,5911716.0,0.0,5911716,5911716,0
17580,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,1763.367463,170.6484642,8790.0,12292.34428,17482,98,17482,17482.0,0.0,17482,17482,0,0.0,0.0,0,0,0,0,0,0,40,20,113.7656428,56.88282139,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
18361,3,2,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,1688.3612,272.3163226,4590.25,8663.307735,17581,51,18197,9098.5,11996.06654,17581,616,17796,17796.0,0.0,17796,17796,0,0,0,0,60,40,163.3897936,108.9265291,0,31,5.166666667,12.655697,160.1666667,0,0,0,0,1,0,0,0,0,6.2,10.33333333,0.0,0,0,0,0,0,0,3,31,2,0,-1,0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
21688,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,1429.361859,138.3253412,10844.0,15166.02624,21568,120,21568,21568.0,0.0,21568,21568,0,0.0,0.0,0,0,0,0,0,0,40,20,92.21689414,46.10844707,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
18014,2,1,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,1720.883757,166.5371378,9007.0,12631.75554,17939,75,17939,17939.0,0.0,17939,17939,0,0.0,0.0,0,0,0,0,0,0,40,20,111.0247585,55.51237926,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,15.5,0.0,0,0,0,0,0,0,2,31,1,0,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
22940,2,1,247,0,247,0,123.5,174.655375,0,0,0.0,0.0,10767.21883,130.7759372,11470.0,15851.91982,22679,261,22679,22679.0,0.0,22679,22679,0,0.0,0.0,0,0,0,0,0,0,40,20,87.18395815,43.59197908,0,247,61.75,123.5,15252.25,0,0,0,0,1,0,0,0,0,82.33333333,123.5,0.0,0,0,0,0,0,0,2,247,1,0,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
741600,206,289,1071,764537,517,0,5.199029126,48.79358413,24700,0,2645.456747,1808.284565,1032373.247,667.4757282,1501.214575,4169.485494,63953,-111,726885,3545.780488,6187.508625,65415,2,737729,2561.559028,5243.189987,63953,1,0,0,0,0,4120,5804,277.7777778,389.6979504,0,24700,1543.564516,1897.90265,3602034.469,0,1,0,0,0,0,0,0,1,1546.682828,5.199029126,2645.456747,0,0,0,0,0,0,206,1071,289,764537,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
141509,9,9,511,3793,194,0,56.77777778,83.27781484,2128,0,421.4444444,768.7829848,30415.02661,127.2003901,8324.058824,16241.06595,64044,18,137198,17149.75,21888.93506,64044,73,111305,13913.125,21481.93504,65643,179,0,0,0,0,180,204,63.60019504,63.60019504,0,2128,226.5263158,549.5595578,302015.7076,0,1,0,0,0,0,0,0,1,239.1111111,56.77777778,421.4444444,0,0,0,0,0,0,9,511,9,3793,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2824,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1062.322946,1412.0,1617.860315,2556,268,2556,2556.0,0.0,2556,2556,0,0.0,0.0,0,0,0,0,0,0,40,20,708.2152975,354.1076487,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,64240,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
46548,5,5,74,827,74,0,14.8,33.09380607,720,0,165.4,313.4737629,19356.36332,214.8320014,5172.0,14107.41896,42747,15,44941,11235.25,21040.23806,42762,23,46476,11619.0,20773.78218,42767,405,0,0,0,0,100,124,107.4160007,107.4160007,0,720,81.90909091,214.831308,46152.49091,0,1,0,0,0,0,0,0,1,90.1,14.8,165.4,0,0,0,0,0,0,5,74,5,827,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1499,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1334.222815,1499.0,0.0,1499,1499,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,667.1114076,667.1114076,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
47259,5,5,74,827,74,0,14.8,33.09380607,720,0,165.4,313.4737629,19065.15161,211.5999069,5251.0,13880.91426,42175,19,45463,11365.75,20624.58244,42229,58,47147,11786.75,20294.24758,42194,429,0,0,0,0,100,124,105.7999534,105.7999534,0,720,81.90909091,214.831308,46152.49091,0,1,0,0,0,0,0,0,1,90.1,14.8,165.4,0,0,0,0,0,0,5,74,5,827,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
4712,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,424.4482173,4712.0,0.0,4712,4712,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,212.2241087,212.2241087,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
6015406,12,15,3311,5415,613,0,275.9166667,297.5305816,2836,0,361.0,728.9202386,1450.608654,4.488475092,231361.7692,977927.9418,5004337,17,989466,89951.45455,131966.3608,410793,418,6015406,429671.8571,1323663.853,5004376,1767,0,0,0,0,240,324,1.994877819,2.493597273,0,2836,311.6428571,563.1029913,317084.9788,0,1,0,0,0,0,0,0,1,323.1851852,275.9166667,361.0,0,0,0,0,0,0,12,3311,15,5415,-1,64240,6,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5577564,7,9,1472,3720,613,0,210.2857143,274.0077336,2836,0,413.3333333,928.5799642,930.8723306,2.868635842,371837.6,1285028.94,5000906,24,555463,92577.16667,163405.6469,422316,649,5577564,697195.5,1746071.961,5000930,1784,0,0,0,0,140,204,1.255028181,1.613607661,0,2836,305.4117647,689.6561697,475625.6324,0,1,0,0,0,0,0,0,1,324.5,210.2857143,413.3333333,0,0,0,0,0,0,7,1472,9,3720,-1,64240,3,0,0.0,0.0,0,0,0.0,0.0,0,0,0
47688,5,5,76,829,76,0,15.2,33.98823326,721,0,165.8,313.8697182,18977.52055,209.6963597,5298.666667,13947.58686,42431,26,45589,11397.25,20752.03795,42492,319,47238,11809.5,20440.57984,42457,742,0,0,0,0,100,124,104.8481798,104.8481798,0,721,82.27272727,215.1334892,46282.41818,0,1,0,0,0,0,0,0,1,90.5,15.2,165.8,0,0,0,0,0,0,5,76,5,829,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1735,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1152.737752,1735.0,0.0,1735,1735,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,576.3688761,576.3688761,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
45801,5,5,76,829,76,0,15.2,33.98823326,721,0,165.8,313.8697182,19759.3939,218.3358442,5089.0,13800.8508,41854,13,44331,11082.75,20545.78059,41879,68,45291,11322.75,20370.56107,41867,356,0,0,0,0,100,124,109.1679221,109.1679221,0,721,82.27272727,215.1334892,46282.41818,0,1,0,0,0,0,0,0,1,90.5,15.2,165.8,0,0,0,0,0,0,5,76,5,829,-1,64240,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1540,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1298.701299,1540.0,0.0,1540,1540,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,649.3506494,649.3506494,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0
17259360,17,20,6742,20943,1255,0,396.5882353,571.219754,3900,0,1047.15,1411.823803,1604.057161,2.143764311,479426.6667,1772775.737,9998904,11,7237553,452347.0625,1001211.146,3367798,168,17300000,908387.3684,2388030.184,9998918,175,0,0,0,0,340,424,0.984972792,1.15879152,0,3900,728.5526316,1133.359457,1284503.659,0,1,0,0,0,0,0,0,1,748.2432432,396.5882353,1047.15,0,0,0,0,0,0,17,6742,20,20943,-1,64240,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0
5709808,9,11,1300,876,517,0,144.4444444,210.7012762,360,0,79.63636364,144.1029304,381.0986289,3.502744751,300516.2105,1143878.304,4999008,9,5691717,711464.625,1741333.765,4999024,568,5709808,570980.8,1565569.479,4999023,139,0,0,0,0,180,244,1.576235138,1.926509613,0,517,103.6190476,172.4646272,29744.04762,0,1,0,0,0,0,0,0,1,108.8,144.4444444,79.63636364,0,0,0,0,0,0,9,1300,11,876,-1,64240,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0
